地区名称,预报时间,温度,相对湿度,风向,风力级数,降水量,更新时间
贵州>贵阳>乌当,2021/3/15 1:00,18,81,西南风,2,0,20210316 010000
贵州>贵阳>花溪,2021/3/15 1:00,17,82,南风,1,0,20210316 000000
贵州>贵阳>清镇,2021/3/15 2:00,16,89,东南风,2,0,20210316 010000
贵州>贵阳>开阳,2021/3/15 2:00,16,90,南风,4,0,20210316 020000
贵州>贵阳>修文,2021/3/15 2:00,16,84,南风,2,0,20210316 020000
贵州>贵阳>白云,2021/3/15 2:00,16,89,东南风,2,0,20210316 020000
贵州>贵阳>花溪,2021/3/15 2:00,17,83,南风,2,0,20210316 020000
贵州>贵阳>息烽,2021/3/15 2:00,18,79,东南风,3,0,20210316 020000
贵州>贵阳>乌当,2021/3/15 2:00,18,82,西南风,2,0,20210316 020000
贵州>贵阳>修文,2021/3/15 3:00,16,85,南风,2,0,20210316 030000
贵州>贵阳>花溪,2021/3/15 3:00,17,84,东南风,2,0,20210316 020000
贵州>贵阳>乌当,2021/3/15 3:00,17,83,西南风,1,0,20210316 020000
贵州>贵阳>息烽,2021/3/15 3:00,18,81,南风,3,0,20210316 030000
贵州>贵阳>开阳,2021/3/15 3:00,15,92,南风,3,0,20210316 030000
贵州>贵阳>白云,2021/3/15 3:00,16,90,东南风,2,0,20210316 030000
贵州>贵阳>清镇,2021/3/15 3:00,16,90,东南风,2,0,20210316 030000
贵州>贵阳>白云,2021/3/15 4:00,15,91,东南风,2,0,20210316 040000
贵州>贵阳>息烽,2021/3/15 4:00,18,80,南风,2,0,20210316 040000
贵州>贵阳>清镇,2021/3/15 4:00,15,91,东南风,2,0,20210316 040000
贵州>贵阳>花溪,2021/3/15 4:00,17,86,南风,2,0,20210316 040000
贵州>贵阳>乌当,2021/3/15 4:00,17,85,西南风,1,0,20210316 040000
贵州>贵阳>开阳,2021/3/15 4:00,15,90,西南风,2,0,20210316 040000
贵州>贵阳>修文,2021/3/15 4:00,16,87,南风,2,0,20210316 040000
贵州>贵阳>白云,2021/3/15 5:00,15,91,东南风,1,0,20210316 050000
贵州>贵阳>清镇,2021/3/15 5:00,15,91,东南风,1,0,20210316 050000
贵州>贵阳>修文,2021/3/15 5:00,15,88,南风,2,0,20210316 050000
贵州>贵阳>息烽,2021/3/15 5:00,16,88,北风,3,0,20210316 050000
贵州>贵阳>花溪,2021/3/15 5:00,16,87,南风,2,0,20210316 050000
贵州>贵阳>开阳,2021/3/15 5:00,15,90,南风,2,0,20210316 050000
贵州>贵阳>乌当,2021/3/15 5:00,16,88,西风,1,0,20210316 050000
贵州>贵阳>开阳,2021/3/15 6:00,15,89,西南风,2,0,20210316 060000
贵州>贵阳>清镇,2021/3/15 6:00,15,91,南风,1,0,20210316 060000
贵州>贵阳>乌当,2021/3/15 6:00,16,90,西风,1,0,20210316 060000
贵州>贵阳>白云,2021/3/15 6:00,15,91,南风,1,0,20210316 060000
贵州>贵阳>花溪,2021/3/15 6:00,16,87,南风,2,0,20210316 060000
贵州>贵阳>息烽,2021/3/15 6:00,16,91,北风,2,0,20210316 060000
贵州>贵阳>修文,2021/3/15 6:00,15,90,南风,1,0,20210316 060000
贵州>贵阳>白云,2021/3/15 7:00,15,91,东南风,2,0,20210316 070000
贵州>贵阳>开阳,2021/3/15 7:00,15,90,西南风,2,0,20210316 070000
贵州>贵阳>乌当,2021/3/15 7:00,16,91,西南风,2,0,20210316 070000
贵州>贵阳>修文,2021/3/15 7:00,15,89,西南风,2,0,20210316 070000
贵州>贵阳>息烽,2021/3/15 7:00,16,91,北风,2,0,20210316 070000
贵州>贵阳>花溪,2021/3/15 7:00,16,87,东南风,1,0,20210316 070000
贵州>贵阳>清镇,2021/3/15 7:00,15,91,东南风,2,0,20210316 070000
贵州>贵阳>白云,2021/3/15 8:00,15,91,南风,3,0,20210316 080000
贵州>贵阳>清镇,2021/3/15 8:00,15,91,南风,3,0,20210316 080000
贵州>贵阳>花溪,2021/3/15 8:00,16,87,南风,2,0,20210316 080000
贵州>贵阳>息烽,2021/3/15 8:00,15,92,东南风,1,0,20210316 080000
贵州>贵阳>修文,2021/3/15 8:00,15,89,西南风,2,0,20210316 080000
贵州>贵阳>开阳,2021/3/15 8:00,15,93,北风,1,0,20210316 080000
贵州>贵阳>乌当,2021/3/15 8:00,16,88,西南风,2,0,20210316 080000
贵州>贵阳>开阳,2021/3/15 9:00,15,95,东南风,1,0,20210316 090000
贵州>贵阳>花溪,2021/3/15 9:00,17,82,南风,3,0,20210316 090000
贵州>贵阳>清镇,2021/3/15 9:00,16,86,南风,2,0,20210316 090000
贵州>贵阳>白云,2021/3/15 9:00,16,86,南风,2,0,20210316 090000
贵州>贵阳>乌当,2021/3/15 9:00,18,80,西南风,2,0,20210316 090000
贵州>贵阳>息烽,2021/3/15 9:00,16,92,西北风,1,0,20210316 090000
贵州>贵阳>修文,2021/3/15 9:00,16,85,西南风,3,0,20210316 090000
贵州>贵阳>乌当,2021/3/15 10:00,19,73,南风,2,0,20210316 090000
贵州>贵阳>清镇,2021/3/15 10:00,17,80,南风,2,0,20210316 100000
贵州>贵阳>息烽,2021/3/15 10:00,19,75,东风,1,0,20210316 100000
贵州>贵阳>花溪,2021/3/15 10:00,18,78,南风,3,0,20210316 100000
贵州>贵阳>开阳,2021/3/15 10:00,17,80,南风,2,0,20210316 100000
贵州>贵阳>修文,2021/3/15 10:00,19,74,西南风,3,0,20210316 100000
贵州>贵阳>白云,2021/3/15 10:00,17,80,南风,2,0,20210316 100000
贵州>贵阳>息烽,2021/3/15 11:00,21,66,西风,2,0,20210316 110000
贵州>贵阳>开阳,2021/3/15 11:00,19,70,南风,3,0,20210316 110000
贵州>贵阳>花溪,2021/3/15 11:00,19,73,南风,3,0,20210316 100000
贵州>贵阳>清镇,2021/3/15 11:00,19,75,南风,2,0,20210316 110000
贵州>贵阳>白云,2021/3/15 11:00,19,75,南风,2,0,20210316 110000
贵州>贵阳>乌当,2021/3/15 11:00,20,67,西南风,3,0,20210316 110000
贵州>贵阳>修文,2021/3/15 11:00,19,66,西南风,3,0,20210316 110000
贵州>贵阳>修文,2021/3/15 12:00,20,59,南风,3,0,20210316 120000
贵州>贵阳>开阳,2021/3/15 12:00,20,63,南风,3,0,20210316 120000
贵州>贵阳>花溪,2021/3/15 12:00,21,64,北风,0,0,20210316 120000
贵州>贵阳>清镇,2021/3/15 12:00,20,70,东南风,2,0,20210316 120000
贵州>贵阳>白云,2021/3/15 12:00,20,70,东南风,2,0,20210316 120000
贵州>贵阳>乌当,2021/3/15 12:00,22,65,西南风,2,0,20210316 120000
贵州>贵阳>息烽,2021/3/15 12:00,21,68,北风,2,0,20210316 120000
贵州>贵阳>修文,2021/3/15 13:00,22,54,南风,2,0,20210316 130000
贵州>贵阳>乌当,2021/3/15 13:00,22,60,南风,3,0,20210316 130000
贵州>贵阳>清镇,2021/3/15 13:00,21,62,南风,2,0,20210316 130000
贵州>贵阳>白云,2021/3/15 13:00,21,62,南风,2,0,20210316 130000
贵州>贵阳>花溪,2021/3/15 13:00,22,58,北风,0,0,20210316 130000
贵州>贵阳>开阳,2021/3/15 13:00,22,56,南风,2,0,20210316 130000
贵州>贵阳>息烽,2021/3/15 13:00,23,60,北风,2,0,20210316 130000
贵州>贵阳>息烽,2021/3/15 14:00,25,50,西北风,1,0,20210316 140000
贵州>贵阳>修文,2021/3/15 14:00,23,49,西南风,2,0,20210316 140000
贵州>贵阳>开阳,2021/3/15 14:00,21,62,北风,2,0,20210316 140000
贵州>贵阳>清镇,2021/3/15 14:00,22,54,东南风,2,0,20210316 140000
贵州>贵阳>白云,2021/3/15 14:00,22,54,东南风,2,0,20210316 140000
贵州>贵阳>乌当,2021/3/15 14:00,23,54,东南风,2,0,20210316 140000
贵州>贵阳>花溪,2021/3/15 14:00,23,54,北风,0,0,20210316 140000
贵州>贵阳>白云,2021/3/15 15:00,23,53,东南风,2,0,20210316 150000
贵州>贵阳>清镇,2021/3/15 15:00,23,53,东南风,2,0,20210316 150000
贵州>贵阳>花溪,2021/3/15 15:00,24,53,北风,0,0,20210316 150000
贵州>贵阳>开阳,2021/3/15 15:00,21,65,北风,3,0,20210316 150000
贵州>贵阳>修文,2021/3/15 15:00,23,47,东北风,1,0,20210316 150000
贵州>贵阳>息烽,2021/3/15 15:00,24,55,西北风,3,0,20210316 150000
贵州>贵阳>乌当,2021/3/15 15:00,24,50,西南风,1,0,20210316 150000
贵州>贵阳>开阳,2021/3/15 16:00,21,63,东北风,3,0,20210316 160000
贵州>贵阳>花溪,2021/3/15 16:00,24,50,北风,0,0,20210316 160000
贵州>贵阳>白云,2021/3/15 16:00,24,50,南风,2,0,20210316 160000
贵州>贵阳>息烽,2021/3/15 16:00,24,54,西北风,3,0,20210316 150000
贵州>贵阳>清镇,2021/3/15 16:00,24,50,南风,2,0,20210316 160000
贵州>贵阳>修文,2021/3/15 16:00,23,44,北风,1,0,20210316 160000
贵州>贵阳>乌当,2021/3/15 16:00,25,48,南风,2,0,20210316 160000
贵州>贵阳>修文,2021/3/15 17:00,23,48,东风,2,0,20210316 170000
贵州>贵阳>开阳,2021/3/15 17:00,21,63,东北风,2,0,20210316 170000
贵州>贵阳>清镇,2021/3/15 17:00,23,54,东南风,2,0,20210316 170000
贵州>贵阳>白云,2021/3/15 17:00,23,54,东南风,2,0,20210316 170000
贵州>贵阳>花溪,2021/3/15 17:00,24,47,北风,0,0,20210316 170000
贵州>贵阳>乌当,2021/3/15 17:00,25,47,东南风,1,0,20210316 170000
贵州>贵阳>息烽,2021/3/15 17:00,24,56,东北风,2,0,20210316 170000
贵州>贵阳>修文,2021/3/15 18:00,22,57,东北风,2,0,20210316 180000
贵州>贵阳>白云,2021/3/15 18:00,22,56,东南风,2,0,20210316 180000
贵州>贵阳>清镇,2021/3/15 18:00,22,56,东南风,2,0,20210316 180000
贵州>贵阳>花溪,2021/3/15 18:00,24,47,北风,0,0,20210316 180000
贵州>贵阳>乌当,2021/3/15 18:00,24,47,东南风,1,0,20210316 180000
贵州>贵阳>息烽,2021/3/15 18:00,23,61,东北风,2,0,20210316 180000
贵州>贵阳>开阳,2021/3/15 18:00,21,65,东北风,2,0,20210316 180000
贵州>贵阳>清镇,2021/3/15 19:00,21,59,东风,2,0,20210316 190000
贵州>贵阳>修文,2021/3/15 19:00,20,61,东风,2,0,20210316 190000
贵州>贵阳>花溪,2021/3/15 19:00,22,60,北风,0,0,20210316 190000
贵州>贵阳>白云,2021/3/15 19:00,21,59,东风,2,0,20210316 190000
贵州>贵阳>息烽,2021/3/15 19:00,21,64,西北风,2,0,20210316 190000
贵州>贵阳>乌当,2021/3/15 19:00,22,59,南风,1,0,20210316 190000
贵州>贵阳>开阳,2021/3/15 19:00,20,69,东北风,2,0,20210316 190000
贵州>贵阳>修文,2021/3/15 20:00,19,68,东风,2,0,20210316 200000
贵州>贵阳>息烽,2021/3/15 20:00,21,66,南风,2,0,20210316 200000
贵州>贵阳>清镇,2021/3/15 20:00,19,66,东风,2,0,20210316 200000
贵州>贵阳>花溪,2021/3/15 20:00,20,67,北风,0,0,20210316 200000
贵州>贵阳>白云,2021/3/15 20:00,19,66,东风,2,0,20210316 200000
贵州>贵阳>开阳,2021/3/15 20:00,19,72,东北风,2,0,20210316 200000
贵州>贵阳>乌当,2021/3/15 20:00,20,68,东北风,1,0,20210316 200000
贵州>贵阳>乌当,2021/3/15 21:00,20,70,东南风,1,0,20210316 210000
贵州>贵阳>息烽,2021/3/15 21:00,20,72,东风,2,0,20210316 210000
贵州>贵阳>白云,2021/3/15 21:00,19,74,东风,1,0,20210316 210000
贵州>贵阳>修文,2021/3/15 21:00,18,74,东风,1,0,20210316 210000
贵州>贵阳>开阳,2021/3/15 21:00,18,79,东南风,2,0,20210316 210000
贵州>贵阳>花溪,2021/3/15 21:00,19,73,北风,0,0,20210316 210000
贵州>贵阳>清镇,2021/3/15 21:00,19,74,东风,1,0,20210316 210000
贵州>贵阳>开阳,2021/3/15 22:00,17,85,东南风,2,0,20210316 220000
贵州>贵阳>白云,2021/3/15 22:00,18,80,东南风,2,0,20210316 220000
贵州>贵阳>修文,2021/3/15 22:00,18,77,东风,1,0,20210316 220000
贵州>贵阳>乌当,2021/3/15 22:00,20,73,东南风,1,0,20210316 220000
贵州>贵阳>花溪,2021/3/15 22:00,19,78,北风,0,0,20210316 220000
贵州>贵阳>息烽,2021/3/15 22:00,18,79,东风,1,0,20210316 220000
贵州>贵阳>清镇,2021/3/15 22:00,18,80,东南风,2,0,20210316 220000
贵州>贵阳>清镇,2021/3/15 23:00,17,83,南风,2,0,20210316 220000
贵州>贵阳>息烽,2021/3/15 23:00,17,83,西南风,1,0,20210316 230000
贵州>贵阳>开阳,2021/3/15 23:00,16,90,东南风,3,0,20210316 230000
贵州>贵阳>白云,2021/3/15 23:00,17,83,南风,2,0,20210316 230000
贵州>贵阳>修文,2021/3/15 23:00,18,78,东南风,2,0,20210316 230000
贵州>贵阳>乌当,2021/3/15 23:00,18,79,南风,1,0,20210316 230000
贵州>贵阳>花溪,2021/3/15 23:00,18,81,北风,0,0,20210316 230000
贵州>贵阳>白云,2021/3/16 0:00,17,87,东南风,2,0,20210317 000000
贵州>贵阳>清镇,2021/3/16 0:00,17,87,东南风,2,0,20210317 000000
贵州>贵阳>开阳,2021/3/16 0:00,16,93,南风,3,0,20210317 000000
贵州>贵阳>息烽,2021/3/16 0:00,17,86,东南风,2,0,20210317 000000
贵州>贵阳>花溪,2021/3/16 0:00,18,82,北风,0,0,20210317 000000
贵州>贵阳>修文,2021/3/16 0:00,17,81,南风,3,0,20210317 000000
贵州>贵阳>乌当,2021/3/16 0:00,18,82,西南风,1,0,20210317 000000
贵州>贵阳>修文,2021/3/16 1:00,17,82,南风,2,0,20210317 010000
贵州>贵阳>清镇,2021/3/16 1:00,16,89,东南风,1,0,20210317 000000
贵州>贵阳>开阳,2021/3/16 1:00,16,91,南风,3,0,20210317 010000
贵州>贵阳>息烽,2021/3/16 1:00,18,81,东南风,2,0,20210317 010000
贵州>贵阳>乌当,2021/3/16 1:00,17,85,西风,1,0,20210317 010000
贵州>贵阳>花溪,2021/3/16 1:00,18,82,北风,0,0,20210317 010000
贵州>贵阳>白云,2021/3/16 1:00,16,89,东南风,1,0,20210317 000000
贵州>贵阳>开阳,2021/3/16 2:00,15,93,南风,3,0,20210317 020000
贵州>贵阳>修文,2021/3/16 2:00,17,83,南风,2,0,20210317 010000
贵州>贵阳>清镇,2021/3/16 2:00,16,88,东南风,1,0,20210317 020000
贵州>贵阳>乌当,2021/3/16 2:00,17,87,西风,1,0,20210317 010000
贵州>贵阳>息烽,2021/3/16 2:00,18,81,南风,3,0,20210317 020000
贵州>贵阳>花溪,2021/3/16 2:00,18,81,北风,0,0,20210317 010000
贵州>贵阳>白云,2021/3/16 2:00,16,88,东南风,1,0,20210317 020000
贵州>贵阳>白云,2021/3/16 3:00,16,89,东南风,1,0,20210317 030000
贵州>贵阳>乌当,2021/3/16 3:00,17,87,西南风,1,0,20210317 030000
贵州>贵阳>息烽,2021/3/16 3:00,18,80,东风,3,0,20210317 030000
贵州>贵阳>清镇,2021/3/16 3:00,16,89,东南风,1,0,20210317 030000
贵州>贵阳>修文,2021/3/16 3:00,16,89,南风,4,13.2,20210317 030000
贵州>贵阳>开阳,2021/3/16 3:00,15,93,南风,3,0,20210317 030000
贵州>贵阳>花溪,2021/3/16 3:00,17,84,北风,0,0,20210317 030000
贵州>贵阳>修文,2021/3/16 4:00,16,90,南风,2,0.6,20210317 040000
贵州>贵阳>白云,2021/3/16 4:00,16,94,东风,2,0.5,20210317 040000
贵州>贵阳>开阳,2021/3/16 4:00,15,93,南风,2,0,20210317 040000
贵州>贵阳>息烽,2021/3/16 4:00,18,79,西南风,1,0,20210317 040000
贵州>贵阳>清镇,2021/3/16 4:00,16,94,东风,2,0.5,20210317 040000
贵州>贵阳>花溪,2021/3/16 4:00,16,93,北风,0,2.9,20210317 040000
贵州>贵阳>乌当,2021/3/16 4:00,17,87,东风,2,0.2,20210317 040000
贵州>贵阳>乌当,2021/3/16 5:00,17,92,西风,1,0,20210317 050000
贵州>贵阳>息烽,2021/3/16 5:00,16,90,南风,1,0,20210317 040000
贵州>贵阳>白云,2021/3/16 5:00,16,94,东南风,1,0,20210317 050000
贵州>贵阳>开阳,2021/3/16 5:00,15,95,西南风,2,0,20210317 050000
贵州>贵阳>清镇,2021/3/16 5:00,16,94,东南风,1,0,20210317 050000
贵州>贵阳>花溪,2021/3/16 5:00,16,94,北风,0,0,20210317 050000
贵州>贵阳>修文,2021/3/16 5:00,16,91,南风,2,0,20210317 050000
贵州>贵阳>息烽,2021/3/16 6:00,17,84,东南风,2,0,20210317 060000
贵州>贵阳>乌当,2021/3/16 6:00,16,94,西风,1,0,20210317 060000
贵州>贵阳>修文,2021/3/16 6:00,16,91,南风,2,0,20210317 060000
贵州>贵阳>开阳,2021/3/16 6:00,15,92,南风,3,0,20210317 060000
贵州>贵阳>花溪,2021/3/16 6:00,16,94,北风,0,0,20210317 060000
贵州>贵阳>白云,2021/3/16 6:00,16,93,南风,2,0,20210317 060000
贵州>贵阳>清镇,2021/3/16 6:00,16,93,南风,2,0,20210317 060000
贵州>贵阳>开阳,2021/3/16 7:00,15,96,南风,2,0,20210317 070000
贵州>贵阳>乌当,2021/3/16 7:00,16,95,西南风,1,0,20210317 070000
贵州>贵阳>修文,2021/3/16 7:00,16,89,南风,2,0,20210317 070000
贵州>贵阳>息烽,2021/3/16 7:00,17,84,东南风,2,0,20210317 070000
贵州>贵阳>白云,2021/3/16 7:00,16,94,南风,2,0,20210317 070000
贵州>贵阳>清镇,2021/3/16 7:00,16,94,南风,2,0,20210317 070000
贵州>贵阳>花溪,2021/3/16 7:00,16,93,北风,0,0,20210317 070000
贵州>贵阳>息烽,2021/3/16 8:00,18,81,东南风,3,0,20210317 080000
贵州>贵阳>修文,2021/3/16 8:00,16,88,南风,3,0,20210317 080000
贵州>贵阳>乌当,2021/3/16 8:00,16,94,南风,1,0,20210317 080000
贵州>贵阳>开阳,2021/3/16 8:00,15,97,东南风,2,0,20210317 080000
贵州>贵阳>花溪,2021/3/16 8:00,16,92,北风,0,0,20210317 080000
贵州>贵阳>白云,2021/3/16 8:00,16,92,南风,2,0,20210317 080000
贵州>贵阳>清镇,2021/3/16 8:00,16,92,南风,2,0,20210317 080000
贵州>贵阳>白云,2021/3/16 9:00,16,90,南风,2,0,20210317 090000
贵州>贵阳>开阳,2021/3/16 9:00,16,91,南风,3,0,20210317 080000
贵州>贵阳>花溪,2021/3/16 9:00,17,87,北风,0,0,20210317 080000
贵州>贵阳>息烽,2021/3/16 9:00,19,77,东南风,2,0,20210317 090000
贵州>贵阳>修文,2021/3/16 9:00,17,84,南风,3,0,20210317 090000
贵州>贵阳>乌当,2021/3/16 9:00,18,85,东南风,1,0,20210317 090000
贵州>贵阳>清镇,2021/3/16 9:00,16,90,南风,2,0,20210317 090000
贵州>贵阳>息烽,2021/3/16 10:00,19,75,东南风,2,0,20210317 100000
贵州>贵阳>白云,2021/3/16 10:00,17,85,东南风,2,0,20210317 100000
贵州>贵阳>修文,2021/3/16 10:00,17,83,南风,2,0,20210317 100000
贵州>贵阳>开阳,2021/3/16 10:00,18,80,西南风,3,0,20210317 100000
贵州>贵阳>花溪,2021/3/16 10:00,18,82,北风,0,0,20210317 100000
贵州>贵阳>清镇,2021/3/16 10:00,17,85,东南风,2,0,20210317 100000
贵州>贵阳>乌当,2021/3/16 10:00,19,75,西南风,2,0,20210317 100000
贵州>贵阳>开阳,2021/3/16 11:00,19,72,西南风,3,0,20210317 110000
贵州>贵阳>清镇,2021/3/16 11:00,18,77,南风,2,0,20210317 110000
贵州>贵阳>乌当,2021/3/16 11:00,20,72,西南风,2,0,20210317 110000
贵州>贵阳>白云,2021/3/16 11:00,18,77,南风,2,0,20210317 110000
贵州>贵阳>息烽,2021/3/16 11:00,21,66,西南风,3,0,20210317 110000
贵州>贵阳>修文,2021/3/16 11:00,19,78,南风,2,0,20210317 110000
贵州>贵阳>花溪,2021/3/16 11:00,20,75,北风,0,0,20210317 110000
贵州>贵阳>开阳,2021/3/16 12:00,21,65,南风,3,0,20210317 120000
贵州>贵阳>息烽,2021/3/16 12:00,23,58,南风,2,0,20210317 110000
贵州>贵阳>白云,2021/3/16 12:00,21,70,南风,3,0,20210317 120000
贵州>贵阳>乌当,2021/3/16 12:00,22,61,西南风,3,0,20210317 120000
贵州>贵阳>花溪,2021/3/16 12:00,21,70,北风,0,0,20210317 120000
贵州>贵阳>清镇,2021/3/16 12:00,21,64,南风,3,0,20210317 110000
贵州>贵阳>修文,2021/3/16 12:00,19,70,南风,3,0,20210317 110000
贵州>贵阳>白云,2021/3/16 13:00,22,57,南风,2,0,20210317 130000
贵州>贵阳>息烽,2021/3/16 13:00,24,56,西南风,2,0,20210317 130000
贵州>贵阳>花溪,2021/3/16 13:00,23,57,北风,0,0,20210317 120000
贵州>贵阳>修文,2021/3/16 13:00,22,59,南风,3,0,20210317 130000
贵州>贵阳>开阳,2021/3/16 13:00,22,59,南风,3,0,20210317 130000
贵州>贵阳>清镇,2021/3/16 13:00,22,57,南风,2,0,20210317 130000
贵州>贵阳>乌当,2021/3/16 13:00,23,56,南风,3,0,20210317 130000
贵州>贵阳>花溪,2021/3/16 14:00,22,61,北风,0,0,20210317 140000
贵州>贵阳>开阳,2021/3/16 14:00,22,53,南风,3,0,20210317 140000
贵州>贵阳>白云,2021/3/16 14:00,23,57,南风,2,0,20210317 140000
贵州>贵阳>修文,2021/3/16 14:00,23,54,西南风,3,0,20210317 140000
贵州>贵阳>息烽,2021/3/16 14:00,25,49,南风,2,0,20210317 140000
贵州>贵阳>乌当,2021/3/16 14:00,24,51,南风,2,0,20210317 140000
贵州>贵阳>清镇,2021/3/16 14:00,23,57,南风,2,0,20210317 140000
贵州>贵阳>白云,2021/3/16 15:00,23,56,南风,2,0,20210317 150000
贵州>贵阳>开阳,2021/3/16 15:00,23,51,南风,3,0,20210317 140000
贵州>贵阳>花溪,2021/3/16 15:00,24,52,北风,0,0,20210317 150000
贵州>贵阳>清镇,2021/3/16 15:00,23,56,南风,2,0,20210317 150000
贵州>贵阳>乌当,2021/3/16 15:00,25,47,南风,2,0,20210317 140000
贵州>贵阳>修文,2021/3/16 15:00,23,56,东南风,3,0,20210317 150000
贵州>贵阳>息烽,2021/3/16 15:00,25,49,东南风,2,0,20210317 150000
贵州>贵阳>息烽,2021/3/16 16:00,26,46,东南风,3,0,20210317 160000
贵州>贵阳>清镇,2021/3/16 16:00,23,55,东南风,2,0,20210317 160000
贵州>贵阳>修文,2021/3/16 16:00,23,52,南风,3,0,20210317 160000
贵州>贵阳>花溪,2021/3/16 16:00,24,54,北风,0,0,20210317 160000
贵州>贵阳>乌当,2021/3/16 16:00,25,49,西南风,2,0,20210317 160000
贵州>贵阳>白云,2021/3/16 16:00,23,55,东南风,2,0,20210317 160000
贵州>贵阳>开阳,2021/3/16 16:00,23,48,南风,3,0,20210317 160000
贵州>贵阳>白云,2021/3/16 17:00,23,54,东南风,2,0,20210317 170000
贵州>贵阳>息烽,2021/3/16 17:00,25,44,东南风,2,0,20210317 170000
贵州>贵阳>修文,2021/3/16 17:00,23,55,东风,2,0,20210317 170000
贵州>贵阳>乌当,2021/3/16 17:00,25,47,东南风,1,0,20210317 170000
贵州>贵阳>清镇,2021/3/16 17:00,23,54,东南风,2,0,20210317 170000
贵州>贵阳>花溪,2021/3/16 17:00,23,56,北风,0,0,20210317 170000
贵州>贵阳>开阳,2021/3/16 17:00,23,49,南风,3,0,20210317 170000
贵州>贵阳>乌当,2021/3/16 18:00,24,51,东南风,2,0,20210317 180000
贵州>贵阳>修文,2021/3/16 18:00,22,55,东南风,2,0,20210317 180000
贵州>贵阳>开阳,2021/3/16 18:00,19,80,东北风,4,0,20210317 180000
贵州>贵阳>花溪,2021/3/16 18:00,23,59,北风,0,0,20210317 180000
贵州>贵阳>清镇,2021/3/16 18:00,22,56,东南风,2,0,20210317 180000
贵州>贵阳>白云,2021/3/16 18:00,22,56,东南风,2,0,20210317 180000
贵州>贵阳>息烽,2021/3/16 18:00,22,70,东风,4,0,20210317 180000
贵州>贵阳>清镇,2021/3/16 19:00,21,64,东南风,2,0,20210317 190000
贵州>贵阳>开阳,2021/3/16 19:00,16,93,东北风,3,0,20210317 190000
贵州>贵阳>息烽,2021/3/16 19:00,19,79,北风,2,0,20210317 190000
贵州>贵阳>修文,2021/3/16 19:00,21,59,东南风,2,0,20210317 180000
贵州>贵阳>乌当,2021/3/16 19:00,23,59,东南风,2,0,20210317 190000
贵州>贵阳>白云,2021/3/16 19:00,21,64,东南风,2,0,20210317 190000
贵州>贵阳>花溪,2021/3/16 19:00,21,68,北风,0,0,20210317 190000
贵州>贵阳>白云,2021/3/16 20:00,19,73,东南风,2,0,20210317 200000
贵州>贵阳>开阳,2021/3/16 20:00,15,100,东北风,2,0,20210317 200000
贵州>贵阳>息烽,2021/3/16 20:00,17,87,东风,2,0,20210317 200000
贵州>贵阳>花溪,2021/3/16 20:00,20,76,北风,0,0,20210317 200000
贵州>贵阳>清镇,2021/3/16 20:00,19,73,东南风,2,0,20210317 200000
贵州>贵阳>乌当,2021/3/16 20:00,21,70,东南风,3,0,20210317 200000
贵州>贵阳>修文,2021/3/16 20:00,20,68,东风,2,0,20210317 200000
贵州>贵阳>息烽,2021/3/16 21:00,16,90,东北风,2,0,20210317 210000
贵州>贵阳>开阳,2021/3/16 21:00,14,100,东北风,1,0,20210317 210000
贵州>贵阳>乌当,2021/3/16 21:00,20,73,东南风,2,0,20210317 210000
贵州>贵阳>白云,2021/3/16 21:00,19,78,东南风,3,0,20210317 210000
贵州>贵阳>花溪,2021/3/16 21:00,19,79,北风,0,0,20210317 210000
贵州>贵阳>清镇,2021/3/16 21:00,19,78,东南风,3,0,20210317 210000
贵州>贵阳>修文,2021/3/16 21:00,19,80,东风,3,0,20210317 210000
贵州>贵阳>清镇,2021/3/16 22:00,18,80,东南风,2,0,20210317 220000
贵州>贵阳>白云,2021/3/16 22:00,18,80,东南风,2,0,20210317 220000
贵州>贵阳>息烽,2021/3/16 22:00,16,92,东北风,2,0,20210317 220000
贵州>贵阳>乌当,2021/3/16 22:00,20,76,南风,2,0,20210317 220000
贵州>贵阳>修文,2021/3/16 22:00,18,85,东风,2,0,20210317 220000
贵州>贵阳>开阳,2021/3/16 22:00,14,100,东风,2,0,20210317 220000
贵州>贵阳>花溪,2021/3/16 22:00,19,80,北风,0,0,20210317 220000
贵州>贵阳>白云,2021/3/16 23:00,18,82,东南风,2,0,20210317 230000
贵州>贵阳>清镇,2021/3/16 23:00,18,82,东南风,2,0,20210317 230000
贵州>贵阳>开阳,2021/3/16 23:00,14,100,东南风,2,0,20210317 230000
贵州>贵阳>息烽,2021/3/16 23:00,16,93,西北风,1,0,20210317 230000
贵州>贵阳>乌当,2021/3/16 23:00,20,78,东南风,2,0,20210317 230000
贵州>贵阳>修文,2021/3/16 23:00,17,86,东风,2,0,20210317 230000
贵州>贵阳>花溪,2021/3/16 23:00,19,82,北风,0,0,20210317 230000
贵州>贵阳>白云,2021/3/17 0:00,18,85,东南风,2,0,20210318 000000
贵州>贵阳>乌当,2021/3/17 0:00,19,79,东南风,2,0,20210318 000000
贵州>贵阳>清镇,2021/3/17 0:00,18,85,东南风,2,0,20210318 000000
贵州>贵阳>修文,2021/3/17 0:00,18,84,东南风,2,0,20210318 000000
贵州>贵阳>息烽,2021/3/17 0:00,15,96,北风,2,0,20210317 230000
贵州>贵阳>花溪,2021/3/17 0:00,19,84,北风,0,0,20210318 000000
